YearStart,LocationDesc,Question,Number
2019,Washington,Chronic liver disease,15.0
2019,Rhode Island,Chronic liver disease,
2012,West Virginia,Chronic liver disease,
2014,Pennsylvania,Chronic liver disease,
2012,Rhode Island,Chronic liver disease,
2020,Texas,Chronic liver disease,
2016,West Virginia,Per capita alcohol consumption,1.8
2019,South Dakota,Chronic liver disease,
2015,Virginia,Chronic liver disease,6.8
2014,Pennsylvania,Chronic liver disease,11.3
2012,Virginia,Chronic liver disease,
2016,Vermont,Chronic liver disease,9.0
2019,Tennessee,Chronic liver disease,15.4
2020,North Carolina,Per capita alcohol consumption,2.31
2020,Wyoming,Chronic liver disease,
2016,Wisconsin,Chronic liver disease,
2016,West Virginia,Chronic liver disease,
2017,Pennsylvania,Chronic liver disease,9.2
2020,South Carolina,Chronic liver disease,15.6
2014,South Dakota,Per capita alcohol consumption,2.7
2018,Texas,Per capita alcohol consumption,2.3
2018,Michigan,Per capita alcohol consumption,2.4
2014,South Dakota,Chronic liver disease,114.2
2020,Washington,Chronic liver disease,14.2
2010,Tennessee,Chronic liver disease,7.2
2012,West Virginia,Chronic liver disease,
2011,Washington,Chronic liver disease,7.3
2017,Virginia,Chronic liver disease,9.6
2013,Texas,Chronic liver disease,8.5
2016,Virginia,Chronic liver disease,12.0
2014,South Carolina,Chronic liver disease,
2017,Utah,Chronic liver disease,12.1
2016,Virginia,Chronic liver disease,
2015,Washington,Chronic liver disease,9.0
2015,Tennessee,Chronic liver disease,12.2
2010,Ohio,Per capita alcohol consumption,2.0
2019,Tennessee,Per capita alcohol consumption,2.2
2016,New Hampshire,Per capita alcohol consumption,4.8
2020,Virginia,Chronic liver disease,
2019,Indiana,Per capita alcohol consumption,2.2
2015,South Carolina,Chronic liver disease,12.2
2016,South Dakota,Chronic liver disease,10.6
2016,Vermont,Chronic liver disease,11.6
2010,South Carolina,Chronic liver disease,8.7
2014,Utah,Chronic liver disease,8.7
2019,Louisiana,Per capita alcohol consumption,2.6
2016,South Carolina,Chronic liver disease,13.9
2013,South Carolina,Chronic liver disease,7.2
2016,Rhode Island,Per capita alcohol consumption,2.6
2018,Utah,Chronic liver disease,
2010,West Virginia,Chronic liver disease,10.7
2011,Tennessee,Chronic liver disease,11.5
2018,South Dakota,Chronic liver disease,139.0
2010,Mississippi,Per capita alcohol consumption,2.2
2018,New Mexico,Per capita alcohol consumption,2.3
2014,Colorado,Per capita alcohol consumption,2.8
2014,New Mexico,Per capita alcohol consumption,2.4
2014,United States,Chronic liver disease,10.4
2011,Tennessee,Chronic liver disease,7.0
2017,South Dakota,Chronic liver disease,
2013,Tennessee,Chronic liver disease,7.6
2017,Tennessee,Chronic liver disease,
2014,Washington,Chronic liver disease,11.1
2020,Wisconsin,Chronic liver disease,13.3
2016,Idaho,Per capita alcohol consumption,2.9
2016,Wisconsin,Chronic liver disease,12.9
2015,Texas,Chronic liver disease,2.7
2016,Wisconsin,Chronic liver disease,12.3
2020,Vermont,Chronic liver disease,
2018,Utah,Chronic liver disease,7.6
2016,Tennessee,Chronic liver disease,12.2
2010,Virginia,Per capita alcohol consumption,2.1
2018,Wisconsin,Per capita alcohol consumption,2.9
2019,Texas,Chronic liver disease,19.8
2016,Wisconsin,Chronic liver disease,9.4
2015,Tennessee,Chronic liver disease,
2016,Washington,Chronic liver disease,14.3
2017,Rhode Island,Chronic liver disease,
2014,Idaho,Per capita alcohol consumption,2.8
2013,Washington,Chronic liver disease,3.6
2017,South Carolina,Chronic liver disease,
2016,Washington,Chronic liver disease,38.8
2010,Pennsylvania,Chronic liver disease,
2013,Virginia,Chronic liver disease,9.0
2019,Utah,Chronic liver disease,
2020,North Dakota,Per capita alcohol consumption,3.26
2016,West Virginia,Chronic liver disease,13.2
2020,Washington,Per capita alcohol consumption,2.26
2014,Texas,Chronic liver disease,
2011,Wyoming,Chronic liver disease,11.7
2018,Wyoming,Chronic liver disease,
2018,Pennsylvania,Per capita alcohol consumption,2.3
2012,Washington,Chronic liver disease,9.1
2017,Tennessee,Chronic liver disease,8.9
2014,West Virginia,Chronic liver disease,14.3
2013,Utah,Chronic liver disease,7.7
2016,West Virginia,Chronic liver disease,17.4
2014,Vermont,Chronic liver disease,7.9
2016,Wyoming,Chronic liver disease,
2015,Utah,Chronic liver disease,7.5
2012,Texas,Chronic liver disease,19.3
2020,Utah,Chronic liver disease,9.4
2018,Texas,Chronic liver disease,
2020,Alaska,Per capita alcohol consumption,2.83
2018,Arizona,Per capita alcohol consumption,2.3
2010,Texas,Chronic liver disease,
2010,Vermont,Per capita alcohol consumption,2.7
2012,Wisconsin,Chronic liver disease,11.4
2012,Pennsylvania,Chronic liver disease,9.8
2012,Rhode Island,Chronic liver disease,11.0
2014,Wisconsin,Chronic liver disease,11.3
2011,Vermont,Chronic liver disease,9.1
2010,Kentucky,Per capita alcohol consumption,1.8
2013,Wisconsin,Chronic liver disease,
2014,North Carolina,Per capita alcohol consumption,2.1
2010,South Dakota,Chronic liver disease,58.1
2018,Pennsylvania,Chronic liver disease,
2010,Maine,Per capita alcohol consumption,2.5
2019,West Virginia,Chronic liver disease,
2010,South Carolina,Chronic liver disease,
2020,Michigan,Per capita alcohol consumption,2.53
2019,Utah,Chronic liver disease,11.7
2019,Tennessee,Chronic liver disease,9.1
2018,Vermont,Chronic liver disease,7.1
2019,Nebraska,Per capita alcohol consumption,2.2
2010,Washington,Chronic liver disease,10.5
2011,Utah,Chronic liver disease,6.5
2018,Virginia,Chronic liver disease,
2012,Vermont,Chronic liver disease,7.1
2019,South Dakota,Chronic liver disease,
2020,Florida,Per capita alcohol consumption,2.74
2019,Washington,Chronic liver disease,41.3
2011,West Virginia,Chronic liver disease,12.4
2018,Washington,Chronic liver disease,3.5
2011,South Carolina,Chronic liver disease,11.6
2017,Vermont,Chronic liver disease,
2014,Virginia,Chronic liver disease,7.2
2019,Ohio,Per capita alcohol consumption,2.1
2017,South Carolina,Chronic liver disease,8.6
2014,Utah,Chronic liver disease,
2019,Wisconsin,Chronic liver disease,38.1
2010,Virginia,Chronic liver disease,9.7
2010,Rhode Island,Chronic liver disease,9.8
2012,Tennessee,Chronic liver disease,11.0
2010,Utah,Chronic liver disease,7.3
2015,Rhode Island,Chronic liver disease,14.6
2014,Nevada,Per capita alcohol consumption,3.4
2010,South Carolina,Per capita alcohol consumption,2.3
2017,Texas,Chronic liver disease,9.1
2017,West Virginia,Chronic liver disease,
2010,Vermont,Chronic liver disease,7.2
2016,Rhode Island,Chronic liver disease,9.3
2019,Wisconsin,Chronic liver disease,10.3
2016,Wyoming,Chronic liver disease,
2014,Vermont,Chronic liver disease,8.0
2016,Tennessee,Chronic liver disease,5.5
2016,Missouri,Per capita alcohol consumption,2.5
2016,Pennsylvania,Chronic liver disease,6.4
2010,Connecticut,Per capita alcohol consumption,2.4
2016,Texas,Chronic liver disease,7.9
2010,Pennsylvania,Chronic liver disease,8.0
2018,Tennessee,Chronic liver disease,
2015,Pennsylvania,Chronic liver disease,11.3
2015,West Virginia,Chronic liver disease,9.8
2014,Utah,Chronic liver disease,7.9
2011,Virginia,Chronic liver disease,6.2
2012,South Dakota,Chronic liver disease,
2012,Wyoming,Chronic liver disease,
2018,South Carolina,Chronic liver disease,
2013,Wyoming,Chronic liver disease,
2012,Pennsylvania,Chronic liver disease,
2017,Washington,Chronic liver disease,13.0
2014,Utah,Per capita alcohol consumption,1.4
2016,Guam,Per capita alcohol consumption,
2012,Wisconsin,Chronic liver disease,
2012,Wyoming,Chronic liver disease,
2018,Oregon,Per capita alcohol consumption,2.7
2014,Puerto Rico,Per capita alcohol consumption,
2014,Washington,Chronic liver disease,
2019,Vermont,Chronic liver disease,9.1
2018,South Carolina,Chronic liver disease,
2015,Wyoming,Chronic liver disease,17.4
2014,Vermont,Chronic liver disease,
2012,South Carolina,Chronic liver disease,
2018,Iowa,Per capita alcohol consumption,2.4
2010,South Carolina,Chronic liver disease,11.8
2014,South Dakota,Chronic liver disease,
2019,Utah,Per capita alcohol consumption,1.3
2016,Illinois,Per capita alcohol consumption,2.3
2015,West Virginia,Chronic liver disease,
2016,South Carolina,Chronic liver disease,9.4
2014,Wyoming,Chronic liver disease,12.4
2014,Wisconsin,Per capita alcohol consumption,3.0
2014,Nebraska,Per capita alcohol consumption,2.3
2014,Delaware,Per capita alcohol consumption,3.6
2010,Pennsylvania,Chronic liver disease,5.5
2014,Wisconsin,Chronic liver disease,6.6
2019,Georgia,Per capita alcohol consumption,1.9
2019,Missouri,Per capita alcohol consumption,2.6
2011,Vermont,Chronic liver disease,
2020,Arizona,Per capita alcohol consumption,2.24
2010,Rhode Island,Chronic liver disease,5.7
2020,Utah,Per capita alcohol consumption,1.36
2018,Vermont,Per capita alcohol consumption,3.1
2012,Wyoming,Chronic liver disease,12.7
2010,South Dakota,Chronic liver disease,6.1
2011,South Carolina,Chronic liver disease,
2015,Wisconsin,Chronic liver disease,44.5
2016,South Dakota,Chronic liver disease,13.9
2018,Alaska,Per capita alcohol consumption,2.9
2014,Pennsylvania,Chronic liver disease,5.4
2016,Utah,Chronic liver disease,8.1
2018,Maine,Per capita alcohol consumption,2.9
2011,Wisconsin,Chronic liver disease,7.2
2020,Missouri,Per capita alcohol consumption,2.68
2010,Wisconsin,Chronic liver disease,5.7
2015,Wisconsin,Chronic liver disease,8.3
2010,Minnesota,Per capita alcohol consumption,2.4
2010,West Virginia,Chronic liver disease,6.6
2020,Wyoming,Chronic liver disease,23.6
2010,Wyoming,Chronic liver disease,11.5
2010,Vermont,Chronic liver disease,
2014,Rhode Island,Chronic liver disease,9.1
2020,Pennsylvania,Chronic liver disease,7.0
2016,Utah,Chronic liver disease,14.8
2011,Utah,Chronic liver disease,8.6
2017,Rhode Island,Chronic liver disease,
2010,West Virginia,Per capita alcohol consumption,1.8
2017,West Virginia,Chronic liver disease,
2016,Virgin Islands,Per capita alcohol consumption,
2014,Rhode Island,Chronic liver disease,8.1
2015,Virginia,Chronic liver disease,12.7
2017,Vermont,Chronic liver disease,
2011,Rhode Island,Chronic liver disease,
2015,Vermont,Chronic liver disease,12.3
2014,Texas,Per capita alcohol consumption,2.2
2016,Vermont,Chronic liver disease,
2020,New Jersey,Per capita alcohol consumption,2.63
2019,New Jersey,Per capita alcohol consumption,2.4
2010,Puerto Rico,Per capita alcohol consumption,
2020,Wyoming,Chronic liver disease,20.7
2019,Nevada,Per capita alcohol consumption,3.4
2019,Rhode Island,Chronic liver disease,
2015,Wyoming,Chronic liver disease,
2014,Michigan,Per capita alcohol consumption,2.3
2020,Texas,Chronic liver disease,10.9
2011,Pennsylvania,Chronic liver disease,10.0
2019,Wyoming,Chronic liver disease,
2019,Wyoming,Per capita alcohol consumption,2.8
2016,Colorado,Per capita alcohol consumption,2.8
2017,Rhode Island,Chronic liver disease,11.9
2020,Rhode Island,Per capita alcohol consumption,2.71
2015,Utah,Chronic liver disease,11.1
2010,Tennessee,Chronic liver disease,10.8
2019,Pennsylvania,Chronic liver disease,9.3
2016,Montana,Per capita alcohol consumption,3.1
2019,Massachusetts,Per capita alcohol consumption,2.6
2010,Virginia,Chronic liver disease,
2014,South Dakota,Chronic liver disease,16.3
2015,Washington,Chronic liver disease,16.2
2010,New Hampshire,Per capita alcohol consumption,4.4
2020,South Dakota,Chronic liver disease,19.9
2017,Pennsylvania,Chronic liver disease,
2010,Washington,Chronic liver disease,
2017,Tennessee,Chronic liver disease,14.3
2013,Wyoming,Chronic liver disease,14.3
2015,West Virginia,Chronic liver disease,14.4
2020,Louisiana,Per capita alcohol consumption,2.59
2015,Wyoming,Chronic liver disease,16.9
2010,Tennessee,Per capita alcohol consumption,1.9
2019,West Virginia,Chronic liver disease,17.2
2011,Utah,Chronic liver disease,7.4
2020,South Carolina,Chronic liver disease,11.3
2020,Iowa,Per capita alcohol consumption,2.5
2019,South Carolina,Chronic liver disease,14.5
2017,South Dakota,Chronic liver disease,
2012,South Carolina,Chronic liver disease,14.5
2014,Oklahoma,Per capita alcohol consumption,1.9
2016,Vermont,Chronic liver disease,6.2
2014,Washington,Chronic liver disease,3.5
2017,Pennsylvania,Chronic liver disease,6.5
2015,Wyoming,Chronic liver disease,18.9
2015,Rhode Island,Chronic liver disease,6.9
2020,Wisconsin,Chronic liver disease,12.2
2016,North Dakota,Per capita alcohol consumption,3.3
2016,Pennsylvania,Chronic liver disease,11.2
2019,Utah,Chronic liver disease,8.6
2013,Texas,Chronic liver disease,2.7
2018,Tennessee,Chronic liver disease,15.1
2019,United States,Chronic liver disease,11.3
2020,Vermont,Chronic liver disease,
2019,Washington,Chronic liver disease,13.0
2020,Rhode Island,Chronic liver disease,13.9
2011,Wyoming,Chronic liver disease,
2018,Washington,Per capita alcohol consumption,2.2
2020,Washington,Chronic liver disease,15.1
2010,Virginia,Chronic liver disease,
2010,Indiana,Per capita alcohol consumption,2.0
2010,Washington,Chronic liver disease,46.1
2012,Tennessee,Chronic liver disease,
2010,Oregon,Per capita alcohol consumption,2.5
2010,Georgia,Per capita alcohol consumption,2.0
2010,Wyoming,Per capita alcohol consumption,2.6
2019,Wisconsin,Chronic liver disease,9.7
2018,South Carolina,Chronic liver disease,
2014,Vermont,Chronic liver disease,
2014,United States,Per capita alcohol consumption,2.3
2015,Vermont,Chronic liver disease,
2011,Virginia,Chronic liver disease,10.6
2016,Texas,Chronic liver disease,18.2
2015,Vermont,Chronic liver disease,8.7
2019,Pennsylvania,Chronic liver disease,6.6
2016,West Virginia,Chronic liver disease,
2014,Arkansas,Per capita alcohol consumption,1.8
2017,Rhode Island,Chronic liver disease,
2012,Pennsylvania,Chronic liver disease,10.7
2020,Pennsylvania,Chronic liver disease,
2013,Tennessee,Chronic liver disease,
2019,Virginia,Chronic liver disease,
2016,Wisconsin,Chronic liver disease,7.4
2015,Utah,Chronic liver disease,9.0
2020,West Virginia,Chronic liver disease,16.5
2018,South Carolina,Per capita alcohol consumption,2.2
2020,West Virginia,Chronic liver disease,16.1
2013,South Dakota,Chronic liver disease,
2014,South Carolina,Chronic liver disease,
2017,Utah,Chronic liver disease,
2018,District of Columbia,Per capita alcohol consumption,3.8
2013,South Carolina,Chronic liver disease,
2019,Vermont,Chronic liver disease,
2020,Rhode Island,Chronic liver disease,
2012,Utah,Chronic liver disease,14.1
2018,Wisconsin,Chronic liver disease,10.2
2020,Maine,Per capita alcohol consumption,2.99
2018,Pennsylvania,Chronic liver disease,
2011,Vermont,Chronic liver disease,14.4
2013,Virginia,Chronic liver disease,
2018,West Virginia,Chronic liver disease,14.4
2017,Virginia,Chronic liver disease,4.8
2014,Alaska,Per capita alcohol consumption,2.8
2015,Wisconsin,Chronic liver disease,8.5
2010,South Dakota,Chronic liver disease,
2011,Vermont,Chronic liver disease,
2015,Texas,Chronic liver disease,13.8
2019,Virginia,Per capita alcohol consumption,2.2
2019,Rhode Island,Chronic liver disease,6.5
2015,Wisconsin,Chronic liver disease,9.4
2018,Washington,Chronic liver disease,11.3
2013,South Carolina,Chronic liver disease,12.1
2019,South Carolina,Chronic liver disease,8.7
2010,Texas,Chronic liver disease,6.9
2017,Washington,Chronic liver disease,15.1
2017,West Virginia,Chronic liver disease,19.0
2013,Rhode Island,Chronic liver disease,9.9
2014,West Virginia,Chronic liver disease,8.6
2016,Vermont,Chronic liver disease,
2020,South Carolina,Chronic liver disease,
2018,New York,Per capita alcohol consumption,2.2
2013,Pennsylvania,Chronic liver disease,8.0
2019,Virginia,Chronic liver disease,6.7
2015,West Virginia,Chronic liver disease,
2010,Utah,Chronic liver disease,
2014,Virginia,Chronic liver disease,
2020,South Dakota,Chronic liver disease,
2018,Louisiana,Per capita alcohol consumption,2.6
2010,Virginia,Chronic liver disease,11.0
2013,Tennessee,Chronic liver disease,12.2
2011,Washington,Chronic liver disease,46.2
2013,Pennsylvania,Chronic liver disease,7.4
2016,South Carolina,Chronic liver disease,15.7
2013,West Virginia,Chronic liver disease,
2020,Texas,Chronic liver disease,21.4
2018,Mississippi,Per capita alcohol consumption,2.2
2014,Wisconsin,Chronic liver disease,
2017,Washington,Chronic liver disease,3.8
2013,South Dakota,Chronic liver disease,13.4
2016,South Dakota,Chronic liver disease,18.6
2013,Wyoming,Chronic liver disease,
2019,California,Per capita alcohol consumption,2.6
2016,Maryland,Per capita alcohol consumption,2.2
2019,Texas,Chronic liver disease,
2015,Washington,Chronic liver disease,48.0
2015,South Dakota,Chronic liver disease,16.1
2019,South Dakota,Chronic liver disease,16.2
2020,Tennessee,Chronic liver disease,10.9
2015,Vermont,Chronic liver disease,
2014,Tennessee,Chronic liver disease,
2012,Texas,Chronic liver disease,
2011,Washington,Chronic liver disease,13.0
2011,West Virginia,Chronic liver disease,
2017,Vermont,Chronic liver disease,
2016,Wisconsin,Chronic liver disease,11.9
2011,Wisconsin,Chronic liver disease,46.9
2016,Washington,Chronic liver disease,10.9
2016,South Carolina,Chronic liver disease,
2014,California,Per capita alcohol consumption,2.3
2014,Tennessee,Chronic liver disease,7.5
2010,Idaho,Per capita alcohol consumption,2.7
2013,Wisconsin,Chronic liver disease,16.3
2020,Washington,Chronic liver disease,51.8
2015,Tennessee,Chronic liver disease,8.1
2014,Pennsylvania,Chronic liver disease,8.3
2012,Texas,Chronic liver disease,17.2
