YearStart,LocationDesc,Question,Rate,LocationID
2012,Illinois,Oral cavity and pharynx cancer,2.6,17
2013,New York,Oral cavity and pharynx cancer,2.2,36
2014,Kansas,Oral cavity and pharynx cancer,,20
2012,North Dakota,Oral cavity and pharynx cancer,1.7,38
2011,Arkansas,Oral cavity and pharynx cancer,,5
2014,North Carolina,Oral cavity and pharynx cancer,2.6,37
2010,Delaware,Oral cavity and pharynx cancer,2.8,10
2009,North Carolina,Oral cavity and pharynx cancer,1.4,37
2010,Illinois,Oral cavity and pharynx cancer,1.4,17
2012,District of Columbia,Oral cavity and pharynx cancer,5.0,11
2011,Rhode Island,Oral cavity and pharynx cancer,1.7,44
2009,Alabama,Oral cavity and pharynx cancer,,1
2011,Massachusetts,Oral cavity and pharynx cancer,1.3,25
2015,New Mexico,Oral cavity and pharynx cancer,2.5,35
2008,Delaware,Oral cavity and pharynx cancer,4.6,10
2008,South Carolina,Oral cavity and pharynx cancer,1.4,45
2012,Nebraska,Oral cavity and pharynx cancer,3.1,31
2010,New Mexico,Oral cavity and pharynx cancer,2.4,35
2009,Colorado,Oral cavity and pharynx cancer,1.4,8
2013,Nevada,Oral cavity and pharynx cancer,1.4,32
2011,Pennsylvania,Oral cavity and pharynx cancer,2.0,42
2009,Michigan,Oral cavity and pharynx cancer,,26
2012,Kentucky,Oral cavity and pharynx cancer,1.7,21
2015,Oklahoma,Oral cavity and pharynx cancer,1.5,40
2013,Alabama,Oral cavity and pharynx cancer,,1
2012,New Jersey,Oral cavity and pharynx cancer,2.1,34
2010,New Jersey,Oral cavity and pharynx cancer,2.0,34
2014,Pennsylvania,Oral cavity and pharynx cancer,1.9,42
2012,Connecticut,Oral cavity and pharynx cancer,1.5,9
2008,Maine,Oral cavity and pharynx cancer,2.7,23
2012,Illinois,Oral cavity and pharynx cancer,,17
2008,Mississippi,Oral cavity and pharynx cancer,3.7,28
2008,Arizona,Oral cavity and pharynx cancer,1.5,4
2010,Oregon,Oral cavity and pharynx cancer,,41
2011,Idaho,Oral cavity and pharynx cancer,1.3,16
2014,Georgia,Oral cavity and pharynx cancer,,13
2009,Virginia,Oral cavity and pharynx cancer,3.0,51
2011,Arkansas,Oral cavity and pharynx cancer,,5
2013,Iowa,Oral cavity and pharynx cancer,2.6,19
2009,Wisconsin,Oral cavity and pharynx cancer,,55
2013,Utah,Oral cavity and pharynx cancer,,49
2014,United States,Oral cavity and pharynx cancer,1.6,59
2008,Louisiana,Oral cavity and pharynx cancer,1.5,22
2014,Delaware,Oral cavity and pharynx cancer,2.6,10
2011,South Dakota,Oral cavity and pharynx cancer,1.2,46
2014,Arizona,Oral cavity and pharynx cancer,,4
2015,North Dakota,Oral cavity and pharynx cancer,,38
2012,Florida,Oral cavity and pharynx cancer,2.4,12
2013,Massachusetts,Oral cavity and pharynx cancer,,25
2010,Alaska,Oral cavity and pharynx cancer,6.0,2
2009,Pennsylvania,Oral cavity and pharynx cancer,1.9,42
2014,Wisconsin,Oral cavity and pharynx cancer,2.5,55
2015,Florida,Oral cavity and pharynx cancer,3.1,12
2015,Nebraska,Oral cavity and pharynx cancer,1.5,31
2014,California,Oral cavity and pharynx cancer,3.8,6
2010,Arkansas,Oral cavity and pharynx cancer,1.7,5
2012,Utah,Oral cavity and pharynx cancer,,49
2009,Texas,Oral cavity and pharynx cancer,2.6,48
2015,Vermont,Oral cavity and pharynx cancer,1.5,50
2014,Connecticut,Oral cavity and pharynx cancer,1.7,9
2012,South Carolina,Oral cavity and pharynx cancer,1.6,45
2013,Massachusetts,Oral cavity and pharynx cancer,,25
2009,Wisconsin,Oral cavity and pharynx cancer,,55
2010,West Virginia,Oral cavity and pharynx cancer,,54
2010,Wisconsin,Oral cavity and pharynx cancer,3.7,55
2014,Illinois,Oral cavity and pharynx cancer,1.5,17
2013,Michigan,Oral cavity and pharynx cancer,4.1,26
2015,South Carolina,Oral cavity and pharynx cancer,,45
2012,Alabama,Oral cavity and pharynx cancer,2.8,1
2011,Georgia,Oral cavity and pharynx cancer,1.7,13
2009,South Dakota,Oral cavity and pharynx cancer,,46
2014,Arizona,Oral cavity and pharynx cancer,1.3,4
2013,Washington,Oral cavity and pharynx cancer,2.2,53
2010,Massachusetts,Oral cavity and pharynx cancer,2.5,25
2008,United States,Oral cavity and pharynx cancer,1.4,59
2011,Rhode Island,Oral cavity and pharynx cancer,,44
2013,Alaska,Oral cavity and pharynx cancer,3.2,2
2008,Oklahoma,Oral cavity and pharynx cancer,,40
2015,Texas,Oral cavity and pharynx cancer,2.4,48
2013,Nebraska,Oral cavity and pharynx cancer,2.2,31
2008,Nevada,Oral cavity and pharynx cancer,2.7,32
2013,Georgia,Oral cavity and pharynx cancer,1.6,13
2010,Maryland,Oral cavity and pharynx cancer,2.3,24
2014,Michigan,Oral cavity and pharynx cancer,3.0,26
2012,New York,Oral cavity and pharynx cancer,1.8,36
2011,Washington,Oral cavity and pharynx cancer,,53
2010,North Dakota,Oral cavity and pharynx cancer,2.1,38
2015,Wisconsin,Oral cavity and pharynx cancer,,55
2008,Oklahoma,Oral cavity and pharynx cancer,2.7,40
2009,Vermont,Oral cavity and pharynx cancer,2.6,50
2015,North Dakota,Oral cavity and pharynx cancer,,38
2014,Montana,Oral cavity and pharynx cancer,3.6,30
2013,Mississippi,Oral cavity and pharynx cancer,3.7,28
2012,Minnesota,Oral cavity and pharynx cancer,3.5,27
2013,Tennessee,Oral cavity and pharynx cancer,2.9,47
2015,Minnesota,Oral cavity and pharynx cancer,2.2,27
2008,District of Columbia,Oral cavity and pharynx cancer,,11
2015,Missouri,Oral cavity and pharynx cancer,,29
2014,New Hampshire,Oral cavity and pharynx cancer,2.5,33
2009,New Hampshire,Oral cavity and pharynx cancer,,33
2015,Louisiana,Oral cavity and pharynx cancer,3.2,22
2009,New Hampshire,Oral cavity and pharynx cancer,2.2,33
2011,Wyoming,Oral cavity and pharynx cancer,1.0,56
2012,Delaware,Oral cavity and pharynx cancer,2.6,10
2013,Minnesota,Oral cavity and pharynx cancer,3.0,27
2015,Georgia,Oral cavity and pharynx cancer,1.6,13
2012,New Hampshire,Oral cavity and pharynx cancer,,33
2013,Alabama,Oral cavity and pharynx cancer,3.0,1
2012,Ohio,Oral cavity and pharynx cancer,,39
2009,Montana,Oral cavity and pharynx cancer,,30
2011,West Virginia,Oral cavity and pharynx cancer,,54
2013,Texas,Oral cavity and pharynx cancer,1.3,48
2009,Delaware,Oral cavity and pharynx cancer,,10
2011,Arizona,Oral cavity and pharynx cancer,,4
2008,Idaho,Oral cavity and pharynx cancer,,16
2011,New Jersey,Oral cavity and pharynx cancer,2.0,34
2014,New Hampshire,Oral cavity and pharynx cancer,1.2,33
2012,Arkansas,Oral cavity and pharynx cancer,,5
2009,Kansas,Oral cavity and pharynx cancer,,20
2013,Pennsylvania,Oral cavity and pharynx cancer,1.2,42
2009,North Dakota,Oral cavity and pharynx cancer,,38
2015,Massachusetts,Oral cavity and pharynx cancer,,25
2012,New Mexico,Oral cavity and pharynx cancer,,35
2011,Hawaii,Oral cavity and pharynx cancer,,15
2012,Virginia,Oral cavity and pharynx cancer,2.4,51
2013,North Carolina,Oral cavity and pharynx cancer,2.5,37
2009,Kentucky,Oral cavity and pharynx cancer,,21
2015,Washington,Oral cavity and pharynx cancer,4.1,53
2010,New Mexico,Oral cavity and pharynx cancer,,35
2012,Virginia,Oral cavity and pharynx cancer,1.3,51
2008,Ohio,Oral cavity and pharynx cancer,2.5,39
2010,Montana,Oral cavity and pharynx cancer,,30
2014,Iowa,Oral cavity and pharynx cancer,,19
2011,New Hampshire,Oral cavity and pharynx cancer,,33
2012,Arkansas,Oral cavity and pharynx cancer,3.2,5
2011,Alaska,Oral cavity and pharynx cancer,,2
2010,District of Columbia,Oral cavity and pharynx cancer,,11
2015,Montana,Oral cavity and pharynx cancer,2.4,30
2012,Nebraska,Oral cavity and pharynx cancer,,31
2010,United States,Oral cavity and pharynx cancer,2.9,59
2009,Maine,Oral cavity and pharynx cancer,1.2,23
2014,New York,Oral cavity and pharynx cancer,2.0,36
2008,Delaware,Oral cavity and pharynx cancer,,10
2011,North Carolina,Oral cavity and pharynx cancer,4.1,37
2011,Nevada,Oral cavity and pharynx cancer,1.8,32
2008,Texas,Oral cavity and pharynx cancer,1.7,48
2008,Alabama,Oral cavity and pharynx cancer,4.3,1
2010,Nevada,Oral cavity and pharynx cancer,1.6,32
2010,South Carolina,Oral cavity and pharynx cancer,2.8,45
2008,District of Columbia,Oral cavity and pharynx cancer,5.9,11
2010,Wyoming,Oral cavity and pharynx cancer,,56
2010,District of Columbia,Oral cavity and pharynx cancer,3.7,11
2013,Texas,Oral cavity and pharynx cancer,4.0,48
2013,Alaska,Oral cavity and pharynx cancer,5.6,2
2012,North Carolina,Oral cavity and pharynx cancer,,37
2013,Missouri,Oral cavity and pharynx cancer,4.2,29
2014,North Dakota,Oral cavity and pharynx cancer,1.8,38
2012,District of Columbia,Oral cavity and pharynx cancer,,11
2015,New York,Oral cavity and pharynx cancer,2.2,36
2008,Florida,Oral cavity and pharynx cancer,2.5,12
2015,Arizona,Oral cavity and pharynx cancer,1.3,4
2011,North Carolina,Oral cavity and pharynx cancer,2.5,37
2015,Kansas,Oral cavity and pharynx cancer,3.7,20
2014,Maryland,Oral cavity and pharynx cancer,1.3,24
2011,South Dakota,Oral cavity and pharynx cancer,,46
2008,North Dakota,Oral cavity and pharynx cancer,0.9,38
2010,Pennsylvania,Oral cavity and pharynx cancer,1.8,42
2009,Indiana,Oral cavity and pharynx cancer,2.3,18
2013,North Carolina,Oral cavity and pharynx cancer,,37
2008,Connecticut,Oral cavity and pharynx cancer,1.0,9
2013,Indiana,Oral cavity and pharynx cancer,2.5,18
2008,Minnesota,Oral cavity and pharynx cancer,2.0,27
2013,North Dakota,Oral cavity and pharynx cancer,2.1,38
2010,Utah,Oral cavity and pharynx cancer,1.2,49
2010,Georgia,Oral cavity and pharynx cancer,,13
2010,Maine,Oral cavity and pharynx cancer,,23
2009,Vermont,Oral cavity and pharynx cancer,3.7,50
2013,Louisiana,Oral cavity and pharynx cancer,,22
2014,Missouri,Oral cavity and pharynx cancer,,29
2013,Maine,Oral cavity and pharynx cancer,2.7,23
2011,Mississippi,Oral cavity and pharynx cancer,,28
2011,Tennessee,Oral cavity and pharynx cancer,3.0,47
2009,Tennessee,Oral cavity and pharynx cancer,,47
2013,West Virginia,Oral cavity and pharynx cancer,3.0,54
2010,Colorado,Oral cavity and pharynx cancer,2.7,8
2014,Idaho,Oral cavity and pharynx cancer,,16
2009,Georgia,Oral cavity and pharynx cancer,1.4,13
2014,Michigan,Oral cavity and pharynx cancer,2.7,26
2013,California,Oral cavity and pharynx cancer,2.1,6
2008,Nebraska,Oral cavity and pharynx cancer,3.5,31
2009,New Mexico,Oral cavity and pharynx cancer,1.4,35
2008,California,Oral cavity and pharynx cancer,2.5,6
2011,California,Oral cavity and pharynx cancer,2.8,6
2015,Nebraska,Oral cavity and pharynx cancer,,31
2014,Indiana,Oral cavity and pharynx cancer,3.9,18
2008,Michigan,Oral cavity and pharynx cancer,3.0,26
2011,Maine,Oral cavity and pharynx cancer,,23
2010,Montana,Oral cavity and pharynx cancer,3.4,30
2009,Montana,Oral cavity and pharynx cancer,,30
2009,Washington,Oral cavity and pharynx cancer,4.0,53
2015,Kentucky,Oral cavity and pharynx cancer,,21
2009,New York,Oral cavity and pharynx cancer,2.1,36
2014,Maine,Oral cavity and pharynx cancer,4.0,23
2009,Maryland,Oral cavity and pharynx cancer,2.3,24
2011,Missouri,Oral cavity and pharynx cancer,2.6,29
2014,District of Columbia,Oral cavity and pharynx cancer,1.7,11
2010,Ohio,Oral cavity and pharynx cancer,2.7,39
2015,Oregon,Oral cavity and pharynx cancer,4.3,41
2010,New Hampshire,Oral cavity and pharynx cancer,2.3,33
2009,North Carolina,Oral cavity and pharynx cancer,,37
2013,Hawaii,Oral cavity and pharynx cancer,4.0,15
2009,Massachusetts,Oral cavity and pharynx cancer,,25
2011,Connecticut,Oral cavity and pharynx cancer,1.8,9
2009,Indiana,Oral cavity and pharynx cancer,,18
2015,Iowa,Oral cavity and pharynx cancer,1.3,19
2015,Indiana,Oral cavity and pharynx cancer,2.6,18
2015,Illinois,Oral cavity and pharynx cancer,,17
2008,Colorado,Oral cavity and pharynx cancer,2.0,8
2015,Iowa,Oral cavity and pharynx cancer,2.6,19
2015,New York,Oral cavity and pharynx cancer,1.2,36
2014,Wyoming,Oral cavity and pharynx cancer,2.4,56
2011,South Carolina,Oral cavity and pharynx cancer,,45
2009,Alabama,Oral cavity and pharynx cancer,2.7,1
2014,Massachusetts,Oral cavity and pharynx cancer,,25
2010,California,Oral cavity and pharynx cancer,3.7,6
2015,Alabama,Oral cavity and pharynx cancer,3.0,1
2014,Texas,Oral cavity and pharynx cancer,2.5,48
2013,New Hampshire,Oral cavity and pharynx cancer,,33
2013,Arkansas,Oral cavity and pharynx cancer,4.1,5
2012,Wyoming,Oral cavity and pharynx cancer,,56
2009,Texas,Oral cavity and pharynx cancer,1.3,48
2013,Oregon,Oral cavity and pharynx cancer,,41
2013,Delaware,Oral cavity and pharynx cancer,2.5,10
2010,Arizona,Oral cavity and pharynx cancer,1.0,4
2009,Delaware,Oral cavity and pharynx cancer,2.6,10
2014,Washington,Oral cavity and pharynx cancer,2.4,53
2014,Pennsylvania,Oral cavity and pharynx cancer,3.8,42
2014,New Mexico,Oral cavity and pharynx cancer,2.3,35
2009,Oklahoma,Oral cavity and pharynx cancer,2.9,40
2010,South Carolina,Oral cavity and pharynx cancer,,45
2008,Hawaii,Oral cavity and pharynx cancer,2.6,15
2013,Louisiana,Oral cavity and pharynx cancer,3.2,22
2009,Florida,Oral cavity and pharynx cancer,3.0,12
2009,Ohio,Oral cavity and pharynx cancer,3.8,39
2014,Mississippi,Oral cavity and pharynx cancer,,28
2012,Louisiana,Oral cavity and pharynx cancer,5.1,22
2014,Colorado,Oral cavity and pharynx cancer,2.0,8
2011,Delaware,Oral cavity and pharynx cancer,3.9,10
2008,New Jersey,Oral cavity and pharynx cancer,3.1,34
2014,Louisiana,Oral cavity and pharynx cancer,3.1,22
2015,Alabama,Oral cavity and pharynx cancer,1.4,1
2013,Tennessee,Oral cavity and pharynx cancer,,47
2010,South Dakota,Oral cavity and pharynx cancer,2.2,46
2008,Hawaii,Oral cavity and pharynx cancer,2.4,15
2015,Missouri,Oral cavity and pharynx cancer,2.9,29
2010,Wisconsin,Oral cavity and pharynx cancer,,55
2015,Arizona,Oral cavity and pharynx cancer,,4
2010,Virginia,Oral cavity and pharynx cancer,3.0,51
2015,Minnesota,Oral cavity and pharynx cancer,1.3,27
2011,Kentucky,Oral cavity and pharynx cancer,3.1,21
2011,Indiana,Oral cavity and pharynx cancer,3.7,18
2012,Minnesota,Oral cavity and pharynx cancer,2.3,27
2012,United States,Oral cavity and pharynx cancer,2.0,59
2008,New Jersey,Oral cavity and pharynx cancer,,34
2014,West Virginia,Oral cavity and pharynx cancer,,54
2015,New Jersey,Oral cavity and pharynx cancer,1.4,34
2008,West Virginia,Oral cavity and pharynx cancer,,54
2010,Colorado,Oral cavity and pharynx cancer,,8
2011,Oregon,Oral cavity and pharynx cancer,3.8,41
2011,Wisconsin,Oral cavity and pharynx cancer,,55
2012,Mississippi,Oral cavity and pharynx cancer,,28
2008,Washington,Oral cavity and pharynx cancer,,53
2010,Missouri,Oral cavity and pharynx cancer,,29
2011,Montana,Oral cavity and pharynx cancer,,30
2012,Maryland,Oral cavity and pharynx cancer,2.4,24
2009,Rhode Island,Oral cavity and pharynx cancer,2.1,44
2009,United States,Oral cavity and pharynx cancer,2.4,59
2009,Connecticut,Oral cavity and pharynx cancer,1.9,9
2013,Montana,Oral cavity and pharynx cancer,,30
2013,Georgia,Oral cavity and pharynx cancer,,13
2008,Montana,Oral cavity and pharynx cancer,1.2,30
2015,Nebraska,Oral cavity and pharynx cancer,,31
2011,West Virginia,Oral cavity and pharynx cancer,,54
2010,Rhode Island,Oral cavity and pharynx cancer,1.2,44
2011,United States,Oral cavity and pharynx cancer,1.3,59
2014,Arkansas,Oral cavity and pharynx cancer,1.5,5
2010,Washington,Oral cavity and pharynx cancer,4.0,53
2009,Tennessee,Oral cavity and pharynx cancer,3.1,47
2011,Washington,Oral cavity and pharynx cancer,3.0,53
2013,Alaska,Oral cavity and pharynx cancer,1.1,2
2011,New York,Oral cavity and pharynx cancer,2.1,36
2015,Tennessee,Oral cavity and pharynx cancer,1.6,47
2011,Rhode Island,Oral cavity and pharynx cancer,,44
2011,Colorado,Oral cavity and pharynx cancer,1.9,8
2014,Missouri,Oral cavity and pharynx cancer,,29
2011,Nevada,Oral cavity and pharynx cancer,2.5,32
2013,Idaho,Oral cavity and pharynx cancer,3.3,16
2009,Wyoming,Oral cavity and pharynx cancer,,56
2010,Tennessee,Oral cavity and pharynx cancer,,47
2009,North Dakota,Oral cavity and pharynx cancer,2.2,38
2014,North Dakota,Oral cavity and pharynx cancer,1.1,38
2014,New Jersey,Oral cavity and pharynx cancer,3.2,34
2015,Michigan,Oral cavity and pharynx cancer,1.5,26
2009,Montana,Oral cavity and pharynx cancer,,30
2015,Connecticut,Oral cavity and pharynx cancer,0.9,9
2010,California,Oral cavity and pharynx cancer,0.9,6
2008,Pennsylvania,Oral cavity and pharynx cancer,1.8,42
2011,Texas,Oral cavity and pharynx cancer,1.7,48
2010,Wisconsin,Oral cavity and pharynx cancer,,55
2015,New Jersey,Oral cavity and pharynx cancer,2.2,34
2010,Hawaii,Oral cavity and pharynx cancer,,15
2013,Wyoming,Oral cavity and pharynx cancer,1.3,56
2014,Oregon,Oral cavity and pharynx cancer,,41
2013,Oklahoma,Oral cavity and pharynx cancer,,40
2009,North Dakota,Oral cavity and pharynx cancer,,38
2008,New Mexico,Oral cavity and pharynx cancer,2.3,35
2010,Colorado,Oral cavity and pharynx cancer,2.4,8
2010,Michigan,Oral cavity and pharynx cancer,1.3,26
2013,Vermont,Oral cavity and pharynx cancer,,50
2012,Colorado,Oral cavity and pharynx cancer,2.0,8
2012,Rhode Island,Oral cavity and pharynx cancer,,44
2015,Colorado,Oral cavity and pharynx cancer,2.1,8
2008,Arkansas,Oral cavity and pharynx cancer,1.7,5
2008,Georgia,Oral cavity and pharynx cancer,2.5,13
2013,Connecticut,Oral cavity and pharynx cancer,1.7,9
2014,Connecticut,Oral cavity and pharynx cancer,,9
2015,South Carolina,Oral cavity and pharynx cancer,3.1,45
2010,New Jersey,Oral cavity and pharynx cancer,2.5,34
2011,Arizona,Oral cavity and pharynx cancer,1.0,4
2008,Delaware,Oral cavity and pharynx cancer,2.8,10
2012,Maryland,Oral cavity and pharynx cancer,,24
2012,Missouri,Oral cavity and pharynx cancer,2.7,29
2010,Oregon,Oral cavity and pharynx cancer,3.6,41
2013,West Virginia,Oral cavity and pharynx cancer,,54
2008,Michigan,Oral cavity and pharynx cancer,,26
2008,California,Oral cavity and pharynx cancer,2.1,6
2014,California,Oral cavity and pharynx cancer,2.9,6
2008,Utah,Oral cavity and pharynx cancer,,49
2008,Iowa,Oral cavity and pharynx cancer,,19
2009,Montana,Oral cavity and pharynx cancer,,30
2011,Minnesota,Oral cavity and pharynx cancer,,27
2012,North Dakota,Oral cavity and pharynx cancer,,38
2011,United States,Oral cavity and pharynx cancer,1.5,59
2010,Delaware,Oral cavity and pharynx cancer,3.5,10
2013,Illinois,Oral cavity and pharynx cancer,1.5,17
2009,Indiana,Oral cavity and pharynx cancer,2.3,18
2014,Montana,Oral cavity and pharynx cancer,2.4,30
2010,Illinois,Oral cavity and pharynx cancer,,17
2009,California,Oral cavity and pharynx cancer,1.4,6
2014,South Carolina,Oral cavity and pharynx cancer,,45
2011,North Carolina,Oral cavity and pharynx cancer,1.4,37
2014,Tennessee,Oral cavity and pharynx cancer,2.9,47
2013,Wisconsin,Oral cavity and pharynx cancer,,55
2015,Idaho,Oral cavity and pharynx cancer,2.4,16
2013,Delaware,Oral cavity and pharynx cancer,2.5,10
2009,Ohio,Oral cavity and pharynx cancer,1.3,39
2012,Colorado,Oral cavity and pharynx cancer,1.2,8
2010,Indiana,Oral cavity and pharynx cancer,2.4,18
2011,Mississippi,Oral cavity and pharynx cancer,3.2,28
2009,Wisconsin,Oral cavity and pharynx cancer,3.7,55
2008,Arkansas,Oral cavity and pharynx cancer,3.1,5
2011,South Dakota,Oral cavity and pharynx cancer,,46
2012,Texas,Oral cavity and pharynx cancer,2.9,48
2011,Kansas,Oral cavity and pharynx cancer,3.0,20
2013,New Hampshire,Oral cavity and pharynx cancer,2.5,33
2015,New Mexico,Oral cavity and pharynx cancer,2.1,35
2012,Wisconsin,Oral cavity and pharynx cancer,2.4,55
2013,Nebraska,Oral cavity and pharynx cancer,,31
2011,Arizona,Oral cavity and pharynx cancer,2.2,4
2015,Oregon,Oral cavity and pharynx cancer,1.7,41
2008,Maine,Oral cavity and pharynx cancer,2.7,23
2008,South Carolina,Oral cavity and pharynx cancer,2.6,45
2010,Minnesota,Oral cavity and pharynx cancer,,27
2010,Ohio,Oral cavity and pharynx cancer,,39
2009,Washington,Oral cavity and pharynx cancer,2.1,53
2013,Utah,Oral cavity and pharynx cancer,2.5,49
2010,Nebraska,Oral cavity and pharynx cancer,2.3,31
2012,Oklahoma,Oral cavity and pharynx cancer,1.3,40
